categoryA,categoryC,featureD,featureE,featureF,compositionC,unit
90,1059,122.299437237519,30.8319059046492,0.0,26.0,1
156,1791,122.299437237519,30.8319059046492,0.0,26.0,2
112,1791,122.299437237519,30.8319059046492,0.0,26.0,0
33,1052,122.299437237519,30.8319059046492,0.0,26.0,0
58,2,122.299437237519,30.8319059046492,0.0,26.0,11
123,57,122.299437237519,30.8319059046492,0.0,26.0,16
123,1509,122.299437237519,30.8319059046492,0.0,26.0,16
78,1509,122.299437237519,30.8319059046492,0.0,26.0,5
78,1374,122.299437237519,30.8319059046492,0.0,26.0,5
90,1374,122.299437237519,30.8319059046492,0.0,26.0,1
1,1614,122.299437237519,30.8319059046492,0.0,26.0,15
90,1614,122.299437237519,30.8319059046492,0.0,26.0,1
0,2091,122.299437237519,30.8319059046492,0.0,26.0,14
12,2091,122.299437237519,30.8319059046492,0.0,26.0,0
1,388,122.299437237519,30.8319059046492,0.0,26.0,15
90,388,122.299437237519,30.8319059046492,0.0,26.0,1
1,1614,122.299437237519,30.8319059046492,0.0,26.0,15
90,1614,122.299437237519,30.8319059046492,0.0,26.0,1
23,686,122.299437237519,30.8319059046492,0.0,26.0,3
123,686,122.299437237519,30.8319059046492,0.0,26.0,16
156,1831,122.299437237519,30.8319059046492,0.0,26.0,2
145,1831,122.299437237519,30.8319059046492,0.0,26.0,18
49,1831,122.299437237519,30.8319059046492,0.0,26.0,13
75,1831,122.299437237519,30.8319059046492,0.0,26.0,0
90,1831,122.299437237519,30.8319059046492,0.0,26.0,1
1,993,122.299437237519,30.8319059046492,0.0,26.0,15
41,1959,122.299437237519,30.8319059046492,0.0,26.0,0
12,1059,122.299437237519,30.8319059046492,0.0,26.0,0
112,1059,122.299437237519,30.8319059046492,0.0,26.0,0
123,1052,122.299437237519,30.8319059046492,0.0,26.0,16
101,2,122.299437237519,30.8319059046492,0.0,26.0,12
0,678,122.299437237519,30.8319059046492,0.0,26.0,14
156,609,122.299437237519,30.8319059046492,0.0,26.0,2
112,609,122.299437237519,30.8319059046492,0.0,26.0,0
1,788,122.299437237519,30.8319059046492,0.0,26.0,15
49,788,122.299437237519,30.8319059046492,0.0,26.0,13
80,1460,122.299437237519,30.8319059046492,0.0,26.0,12
41,1460,122.299437237519,30.8319059046492,0.0,26.0,0
112,2,122.299437237519,30.8319059046492,0.0,26.0,0
90,2,122.299437237519,30.8319059046492,0.0,26.0,1
23,678,122.299437237519,30.8319059046492,0.0,26.0,3
112,678,122.299437237519,30.8319059046492,0.0,26.0,0
58,1331,122.299437237519,30.8319059046492,0.0,26.0,11
79,1331,122.299437237519,30.8319059046492,0.0,26.0,1
123,1331,122.299437237519,30.8319059046492,0.0,26.0,16
145,1331,122.299437237519,30.8319059046492,0.0,26.0,18
1,609,122.299437237519,30.8319059046492,0.0,26.0,15
101,1109,122.299437237519,30.8319059046492,0.0,26.0,12
1,1109,122.299437237519,30.8319059046492,0.0,26.0,15
1,1959,122.299437237519,30.8319059046492,0.0,26.0,15
41,2156,122.299437237519,30.8319059046492,0.0,26.0,0
33,2156,122.299437237519,30.8319059046492,0.0,26.0,0
0,2182,122.299437237519,30.8319059046492,0.0,26.0,14
12,2182,122.299437237519,30.8319059046492,0.0,26.0,0
0,207,122.299437237519,30.8319059046492,0.0,26.0,14
41,1791,122.299437237519,30.8319059046492,0.0,26.0,0
33,1791,122.299437237519,30.8319059046492,0.0,26.0,0
156,1052,122.299437237519,30.8319059046492,0.0,26.0,2
145,1052,122.299437237519,30.8319059046492,0.0,26.0,18
49,1052,122.299437237519,30.8319059046492,0.0,26.0,13
75,1052,122.299437237519,30.8319059046492,0.0,26.0,0
0,2,122.299437237519,30.8319059046492,0.0,26.0,14
1,678,122.299437237519,30.8319059046492,0.0,26.0,15
41,1331,122.299437237519,30.8319059046492,0.0,26.0,0
33,1331,122.299437237519,30.8319059046492,0.0,26.0,0
134,609,122.299437237519,30.8319059046492,0.0,26.0,17
23,1109,122.299437237519,30.8319059046492,0.0,26.0,3
123,1109,122.299437237519,30.8319059046492,0.0,26.0,16
0,397,122.299437237519,30.8319059046492,0.0,26.0,14
0,1538,122.299437237519,30.8319059046492,0.0,26.0,14
12,1538,122.299437237519,30.8319059046492,0.0,26.0,0
12,1109,122.299437237519,30.8319059046492,0.0,26.0,0
23,397,122.299437237519,30.8319059046492,0.0,26.0,3
49,1331,122.299437237519,30.8319059046492,0.0,26.0,13
23,1538,122.299437237519,30.8319059046492,0.0,26.0,3
33,603,122.299437237519,30.8319059046492,0.0,26.0,0
58,2043,122.299437237519,30.8319059046492,0.0,26.0,11
23,2043,122.299437237519,30.8319059046492,0.0,26.0,3
41,2043,122.299437237519,30.8319059046492,0.0,26.0,0
33,2043,122.299437237519,30.8319059046492,0.0,26.0,0
1,1867,122.299437237519,30.8319059046492,0.0,26.0,15
134,1867,122.299437237519,30.8319059046492,0.0,26.0,17
2,486,122.299437237519,30.8319059046492,0.0,26.0,13
49,2043,122.299437237519,30.8319059046492,0.0,26.0,13
123,2043,122.299437237519,30.8319059046492,0.0,26.0,16
101,1867,122.299437237519,30.8319059046492,0.0,26.0,12
23,1867,122.299437237519,30.8319059046492,0.0,26.0,3
12,1867,122.299437237519,30.8319059046492,0.0,26.0,0
80,1623,122.299437237519,30.8319059046492,0.0,26.0,12
123,1623,122.299437237519,30.8319059046492,0.0,26.0,16
2,1793,122.299437237519,30.8319059046492,0.0,26.0,13
49,1793,122.299437237519,30.8319059046492,0.0,26.0,13
1,486,122.299437237519,30.8319059046492,0.0,26.0,15
134,486,122.299437237519,30.8319059046492,0.0,26.0,17
58,299,122.299437237519,30.8319059046492,0.0,26.0,11
23,299,122.299437237519,30.8319059046492,0.0,26.0,3
12,299,122.299437237519,30.8319059046492,0.0,26.0,0
123,887,122.299437237519,30.8319059046492,0.0,26.0,16
49,486,122.299437237519,30.8319059046492,0.0,26.0,13
101,580,122.299437237519,30.8319059046492,0.0,26.0,12
58,580,122.299437237519,30.8319059046492,0.0,26.0,11
41,580,122.299437237519,30.8319059046492,0.0,26.0,0
101,1623,122.299437237519,30.8319059046492,0.0,26.0,12
1,702,44.7230757742448,17.622537763760466,0.0,44.05,15
23,1623,122.299437237519,30.8319059046492,0.0,26.0,3
41,1623,122.299437237519,30.8319059046492,0.0,26.0,0
145,1623,122.299437237519,30.8319059046492,0.0,26.0,18
75,1623,122.299437237519,30.8319059046492,0.0,26.0,0
23,1793,122.299437237519,30.8319059046492,0.0,26.0,3
41,1793,122.299437237519,30.8319059046492,0.0,26.0,0
33,1793,122.299437237519,30.8319059046492,0.0,26.0,0
80,1519,122.299437237519,30.8319059046492,0.0,26.0,12
58,1519,122.299437237519,30.8319059046492,0.0,26.0,11
23,1519,122.299437237519,30.8319059046492,0.0,26.0,3
41,1519,122.299437237519,30.8319059046492,0.0,26.0,0
145,1867,122.299437237519,30.8319059046492,0.0,26.0,18
49,1867,122.299437237519,30.8319059046492,0.0,26.0,13
90,1867,122.299437237519,30.8319059046492,0.0,26.0,1
123,1867,122.299437237519,30.8319059046492,0.0,26.0,16
0,1623,122.299437237519,30.8319059046492,0.0,26.0,14
1,1623,122.299437237519,30.8319059046492,0.0,26.0,15
80,1808,122.299437237519,30.8319059046492,0.0,26.0,12
41,1808,122.299437237519,30.8319059046492,0.0,26.0,0
0,1808,122.299437237519,30.8319059046492,0.0,26.0,14
123,1639,122.299437237519,30.8319059046492,0.0,26.0,16
101,126,122.299437237519,30.8319059046492,0.0,26.0,12
58,1240,122.299437237519,30.8319059046492,0.0,26.0,11
156,158,122.299437237519,30.8319059046492,0.0,26.0,2
145,158,122.299437237519,30.8319059046492,0.0,26.0,18
12,656,18.1485472672831,14.177182135138864,0.0,13.13,0
82,656,18.1485472672831,14.177182135138864,0.0,13.13,7
156,656,18.1485472672831,14.177182135138864,0.0,13.13,2
145,656,18.1485472672831,14.177182135138864,0.0,13.13,18
82,635,18.1485472672831,14.177182135138864,0.0,13.13,7
156,635,18.1485472672831,14.177182135138864,0.0,13.13,2
86,593,18.1485472672831,14.177182135138864,0.0,13.13,12
23,593,18.1485472672831,14.177182135138864,0.0,13.13,3
71,1997,93.6771974435832,15.047884084971097,0.0,14.0,11
124,1997,93.6771974435832,15.047884084971097,0.0,14.0,11
21,1997,93.6771974435832,15.047884084971097,0.0,14.0,11
21,460,93.6771974435832,15.047884084971097,0.0,14.0,11
138,1997,93.6771974435832,15.047884084971097,0.0,14.0,11
138,460,93.6771974435832,15.047884084971097,0.0,14.0,11
138,787,93.6771974435832,15.047884084971097,0.0,14.0,11
21,787,93.6771974435832,15.047884084971097,0.0,14.0,11
138,1381,93.6771974435832,15.047884084971097,0.0,14.0,11
0,1117,93.6771974435832,15.047884084971097,0.0,14.0,14
78,593,18.1485472672831,14.177182135138864,0.0,13.13,5
123,593,18.1485472672831,14.177182135138864,0.0,13.13,16
12,597,18.1485472672831,14.177182135138864,0.0,13.13,0
156,1655,18.1485472672831,14.177182135138864,0.0,13.13,2
145,240,122.299437237519,30.8319059046492,0.0,26.0,18
1,849,122.299437237519,30.8319059046492,0.0,26.0,15
12,849,122.299437237519,30.8319059046492,0.0,26.0,0
0,696,122.299437237519,30.8319059046492,0.0,26.0,14
2,696,122.299437237519,30.8319059046492,0.0,26.0,13
12,696,122.299437237519,30.8319059046492,0.0,26.0,0
134,1980,122.299437237519,30.8319059046492,0.0,26.0,17
82,597,18.1485472672831,14.177182135138864,0.0,13.13,7
156,597,18.1485472672831,14.177182135138864,0.0,13.13,2
82,1655,18.1485472672831,14.177182135138864,0.0,13.13,7
90,1655,18.1485472672831,14.177182135138864,0.0,13.13,1
123,1655,18.1485472672831,14.177182135138864,0.0,13.13,16
23,1655,18.1485472672831,14.177182135138864,0.0,13.13,3
12,1655,18.1485472672831,14.177182135138864,0.0,13.13,0
79,1415,122.299437237519,30.8319059046492,0.0,26.0,1
78,964,122.299437237519,30.8319059046492,0.0,26.0,5
156,964,122.299437237519,30.8319059046492,0.0,26.0,2
101,1014,122.299437237519,30.8319059046492,0.0,26.0,12
123,1793,122.299437237519,30.8319059046492,0.0,26.0,16
2,1519,122.299437237519,30.8319059046492,0.0,26.0,13
145,1519,122.299437237519,30.8319059046492,0.0,26.0,18
49,1519,122.299437237519,30.8319059046492,0.0,26.0,13
123,1519,122.299437237519,30.8319059046492,0.0,26.0,16
1,1808,122.299437237519,30.8319059046492,0.0,26.0,15
134,1808,122.299437237519,30.8319059046492,0.0,26.0,17
0,1840,122.299437237519,30.8319059046492,0.0,26.0,14
2,1840,122.299437237519,30.8319059046492,0.0,26.0,13
1,1840,122.299437237519,30.8319059046492,0.0,26.0,15
112,829,122.299437237519,30.8319059046492,0.0,26.0,0
49,1667,122.299437237519,30.8319059046492,0.0,26.0,13
1,1604,122.299437237519,30.8319059046492,0.0,26.0,15
1,1475,122.299437237519,30.8319059046492,0.0,26.0,15
58,30,122.299437237519,30.8319059046492,0.0,26.0,11
90,102,122.299437237519,30.8319059046492,0.0,26.0,1
90,1101,122.299437237519,30.8319059046492,0.0,26.0,1
23,1878,122.299437237519,30.8319059046492,0.0,26.0,3
134,1008,122.299437237519,30.8319059046492,0.0,26.0,17
23,1507,122.299437237519,30.8319059046492,0.0,26.0,3
134,1507,122.299437237519,30.8319059046492,0.0,26.0,17
123,1878,122.299437237519,30.8319059046492,0.0,26.0,16
49,1139,122.299437237519,30.8319059046492,0.0,26.0,13
2,361,122.299437237519,30.8319059046492,0.0,26.0,13
33,361,122.299437237519,30.8319059046492,0.0,26.0,0
0,1468,122.299437237519,30.8319059046492,0.0,26.0,14
123,1468,122.299437237519,30.8319059046492,0.0,26.0,16
80,917,122.299437237519,30.8319059046492,0.0,26.0,12
65,92,274.70898193692403,26.637510770071906,0.0,28.2,4
82,782,44.7230757742448,17.622537763760466,0.0,44.05,7
78,1864,274.70898193692403,26.637510770071906,0.0,28.2,5
12,758,274.70898193692403,26.637510770071906,0.0,28.2,0
145,498,122.299437237519,30.8319059046492,0.0,26.0,18
75,498,122.299437237519,30.8319059046492,0.0,26.0,0
112,498,122.299437237519,30.8319059046492,0.0,26.0,0
145,2157,122.299437237519,30.8319059046492,0.0,26.0,18
41,446,122.299437237519,30.8319059046492,0.0,26.0,0
33,446,122.299437237519,30.8319059046492,0.0,26.0,0
0,874,122.299437237519,30.8319059046492,0.0,26.0,14
156,812,122.299437237519,30.8319059046492,0.0,26.0,2
134,1882,122.299437237519,30.8319059046492,0.0,26.0,17
156,1882,122.299437237519,30.8319059046492,0.0,26.0,2
49,1882,122.299437237519,30.8319059046492,0.0,26.0,13
134,1882,122.299437237519,30.8319059046492,0.0,26.0,17
49,1882,122.299437237519,30.8319059046492,0.0,26.0,13
123,596,122.299437237519,30.8319059046492,0.0,26.0,16
123,1534,377.379590488771,24.6255027667738,0.0,40.14,16
123,2116,122.299437237519,30.8319059046492,0.0,26.0,16
101,1627,122.299437237519,30.8319059046492,0.0,26.0,12
23,1627,122.299437237519,30.8319059046492,0.0,26.0,3
145,1627,122.299437237519,30.8319059046492,0.0,26.0,18
49,1627,122.299437237519,30.8319059046492,0.0,26.0,13
75,1627,122.299437237519,30.8319059046492,0.0,26.0,0
58,395,377.379590488771,24.6255027667738,0.0,40.14,11
156,6,122.299437237519,30.8319059046492,0.0,26.0,2
33,6,122.299437237519,30.8319059046492,0.0,26.0,0
112,6,122.299437237519,30.8319059046492,0.0,26.0,0
1,285,122.299437237519,30.8319059046492,0.0,26.0,15
33,285,122.299437237519,30.8319059046492,0.0,26.0,0
78,732,122.299437237519,30.8319059046492,0.0,26.0,5
33,732,122.299437237519,30.8319059046492,0.0,26.0,0
101,107,122.299437237519,30.8319059046492,0.0,26.0,12
12,107,122.299437237519,30.8319059046492,0.0,26.0,0
156,451,122.299437237519,30.8319059046492,0.0,26.0,2
33,451,122.299437237519,30.8319059046492,0.0,26.0,0
41,107,122.299437237519,30.8319059046492,0.0,26.0,0
0,306,122.299437237519,30.8319059046492,0.0,26.0,14
12,306,122.299437237519,30.8319059046492,0.0,26.0,0
134,1012,122.299437237519,30.8319059046492,0.0,26.0,17
112,1012,122.299437237519,30.8319059046492,0.0,26.0,0
101,169,122.299437237519,30.8319059046492,0.0,26.0,12
156,169,122.299437237519,30.8319059046492,0.0,26.0,2
145,169,122.299437237519,30.8319059046492,0.0,26.0,18
58,148,122.299437237519,30.8319059046492,0.0,26.0,11
123,148,122.299437237519,30.8319059046492,0.0,26.0,16
58,403,122.299437237519,30.8319059046492,0.0,26.0,11
79,1882,122.299437237519,30.8319059046492,0.0,26.0,1
41,1882,122.299437237519,30.8319059046492,0.0,26.0,0
79,1882,122.299437237519,30.8319059046492,0.0,26.0,1
23,596,122.299437237519,30.8319059046492,0.0,26.0,3
49,6,122.299437237519,30.8319059046492,0.0,26.0,13
90,285,122.299437237519,30.8319059046492,0.0,26.0,1
90,732,122.299437237519,30.8319059046492,0.0,26.0,1
1,107,122.299437237519,30.8319059046492,0.0,26.0,15
134,107,122.299437237519,30.8319059046492,0.0,26.0,17
23,451,122.299437237519,30.8319059046492,0.0,26.0,3
145,451,122.299437237519,30.8319059046492,0.0,26.0,18
12,451,122.299437237519,30.8319059046492,0.0,26.0,0
23,2116,122.299437237519,30.8319059046492,0.0,26.0,3
12,2116,122.299437237519,30.8319059046492,0.0,26.0,0
112,2116,122.299437237519,30.8319059046492,0.0,26.0,0
80,1627,122.299437237519,30.8319059046492,0.0,26.0,12
41,1627,122.299437237519,30.8319059046492,0.0,26.0,0
0,1307,122.299437237519,30.8319059046492,0.0,26.0,14
123,1307,122.299437237519,30.8319059046492,0.0,26.0,16
78,1307,122.299437237519,30.8319059046492,0.0,26.0,5
79,1509,122.299437237519,30.8319059046492,0.0,26.0,1
134,1509,122.299437237519,30.8319059046492,0.0,26.0,17
90,1005,122.299437237519,30.8319059046492,0.0,26.0,1
1,1307,122.299437237519,30.8319059046492,0.0,26.0,15
101,1614,122.299437237519,30.8319059046492,0.0,26.0,12
41,1614,122.299437237519,30.8319059046492,0.0,26.0,0
12,1495,122.299437237519,30.8319059046492,0.0,26.0,0
0,1495,122.299437237519,30.8319059046492,0.0,26.0,14
145,1495,122.299437237519,30.8319059046492,0.0,26.0,18
90,1495,122.299437237519,30.8319059046492,0.0,26.0,1
41,1467,122.299437237519,30.8319059046492,0.0,26.0,0
79,1467,122.299437237519,30.8319059046492,0.0,26.0,1
156,1467,122.299437237519,30.8319059046492,0.0,26.0,2
33,1467,122.299437237519,30.8319059046492,0.0,26.0,0
65,1467,122.299437237519,30.8319059046492,0.0,26.0,4
112,1467,122.299437237519,30.8319059046492,0.0,26.0,0
23,846,122.299437237519,30.8319059046492,0.0,26.0,3
12,558,122.299437237519,30.8319059046492,0.0,26.0,0
90,558,122.299437237519,30.8319059046492,0.0,26.0,1
79,2031,122.299437237519,30.8319059046492,0.0,26.0,1
49,1018,93.6771974435832,15.047884084971097,0.0,14.0,13
112,1018,93.6771974435832,15.047884084971097,0.0,14.0,0
123,1018,93.6771974435832,15.047884084971097,0.0,14.0,16
81,1837,93.6771974435832,15.047884084971097,0.0,14.0,6
79,1837,93.6771974435832,15.047884084971097,0.0,14.0,1
134,1837,93.6771974435832,15.047884084971097,0.0,14.0,17
1,1825,93.6771974435832,15.047884084971097,0.0,14.0,15
82,2068,93.6771974435832,15.047884084971097,0.0,14.0,7
101,814,122.299437237519,30.8319059046492,0.0,26.0,12
80,814,122.299437237519,30.8319059046492,0.0,26.0,12
41,814,122.299437237519,30.8319059046492,0.0,26.0,0
58,442,122.299437237519,30.8319059046492,0.0,26.0,11
23,442,122.299437237519,30.8319059046492,0.0,26.0,3
123,442,122.299437237519,30.8319059046492,0.0,26.0,16
23,1203,122.299437237519,30.8319059046492,0.0,26.0,3
58,367,122.299437237519,30.8319059046492,0.0,26.0,11
78,367,122.299437237519,30.8319059046492,0.0,26.0,5
134,2151,122.299437237519,30.8319059046492,0.0,26.0,17
112,2151,122.299437237519,30.8319059046492,0.0,26.0,0
0,111,122.299437237519,30.8319059046492,0.0,26.0,14
2,111,122.299437237519,30.8319059046492,0.0,26.0,13
101,12,122.299437237519,30.8319059046492,0.0,26.0,12
12,12,122.299437237519,30.8319059046492,0.0,26.0,0
1,351,122.299437237519,30.8319059046492,0.0,26.0,15
33,1773,122.299437237519,30.8319059046492,0.0,26.0,0
78,71,122.299437237519,30.8319059046492,0.0,26.0,5
104,736,93.6771974435832,15.047884084971097,0.0,14.0,11
13,736,93.6771974435832,15.047884084971097,0.0,14.0,11
123,606,93.6771974435832,15.047884084971097,0.0,14.0,16
10,736,93.6771974435832,15.047884084971097,0.0,14.0,11
156,399,93.6771974435832,15.047884084971097,0.0,14.0,2
156,571,122.299437237519,30.8319059046492,0.0,26.0,2
156,824,122.299437237519,30.8319059046492,0.0,26.0,2
123,824,122.299437237519,30.8319059046492,0.0,26.0,16
0,644,122.299437237519,30.8319059046492,0.0,26.0,14
2,644,122.299437237519,30.8319059046492,0.0,26.0,13
145,644,122.299437237519,30.8319059046492,0.0,26.0,18
123,1037,18.1485472672831,14.177182135138864,0.0,13.13,16
145,597,18.1485472672831,14.177182135138864,0.0,13.13,18
12,1655,18.1485472672831,14.177182135138864,0.0,13.13,0
112,1655,18.1485472672831,14.177182135138864,0.0,13.13,0
156,1655,18.1485472672831,14.177182135138864,0.0,13.13,2
33,1655,18.1485472672831,14.177182135138864,0.0,13.13,0
134,1655,18.1485472672831,14.177182135138864,0.0,13.13,17
12,1726,18.1485472672831,14.177182135138864,0.0,13.13,0
112,1726,18.1485472672831,14.177182135138864,0.0,13.13,0
120,657,93.6771974435832,15.047884084971097,0.0,14.0,11
27,657,93.6771974435832,15.047884084971097,0.0,14.0,11
126,657,93.6771974435832,15.047884084971097,0.0,14.0,11
134,2125,93.6771974435832,15.047884084971097,0.0,14.0,17
82,702,44.7230757742448,17.622537763760466,0.0,44.05,7
37,657,93.6771974435832,15.047884084971097,0.0,14.0,11
39,657,93.6771974435832,15.047884084971097,0.0,14.0,11
73,657,93.6771974435832,15.047884084971097,0.0,14.0,11
123,1117,93.6771974435832,15.047884084971097,0.0,14.0,16
102,1816,93.6771974435832,15.047884084971097,0.0,14.0,11
102,657,93.6771974435832,15.047884084971097,0.0,14.0,11
21,1354,93.6771974435832,15.047884084971097,0.0,14.0,11
1,2125,93.6771974435832,15.047884084971097,0.0,14.0,15
58,824,122.299437237519,30.8319059046492,0.0,26.0,11
1,644,122.299437237519,30.8319059046492,0.0,26.0,15
33,702,44.7230757742448,17.622537763760466,0.0,44.05,0
123,2125,93.6771974435832,15.047884084971097,0.0,14.0,16
86,1655,18.1485472672831,14.177182135138864,0.0,13.13,12
78,1655,18.1485472672831,14.177182135138864,0.0,13.13,5
88,1919,93.6771974435832,15.047884084971097,0.0,14.0,8
103,1919,93.6771974435832,15.047884084971097,0.0,14.0,8
65,1050,93.6771974435832,15.047884084971097,0.0,14.0,4
106,1919,93.6771974435832,15.047884084971097,0.0,14.0,8
140,1919,93.6771974435832,15.047884084971097,0.0,14.0,9
8,1919,93.6771974435832,15.047884084971097,0.0,14.0,8
156,1919,93.6771974435832,15.047884084971097,0.0,14.0,2
134,1919,93.6771974435832,15.047884084971097,0.0,14.0,17
89,1919,93.6771974435832,15.047884084971097,0.0,14.0,8
101,1919,93.6771974435832,15.047884084971097,0.0,14.0,12
23,1919,93.6771974435832,15.047884084971097,0.0,14.0,3
65,1655,18.1485472672831,14.177182135138864,0.0,13.13,4
86,1655,18.1485472672831,14.177182135138864,0.0,13.13,12
123,1655,18.1485472672831,14.177182135138864,0.0,13.13,16
23,1726,18.1485472672831,14.177182135138864,0.0,13.13,3
23,1060,93.6771974435832,15.047884084971097,0.0,14.0,3
65,1060,93.6771974435832,15.047884084971097,0.0,14.0,8
117,1592,93.6771974435832,15.047884084971097,0.0,14.0,11
138,1592,93.6771974435832,15.047884084971097,0.0,14.0,11
159,1592,93.6771974435832,15.047884084971097,0.0,14.0,11
23,1000,18.1485472672831,14.177182135138864,0.0,13.13,3
56,1592,93.6771974435832,15.047884084971097,0.0,14.0,11
79,1655,18.1485472672831,14.177182135138864,0.0,13.13,1
123,1655,18.1485472672831,14.177182135138864,0.0,13.13,16
33,1655,18.1485472672831,14.177182135138864,0.0,13.13,0
86,1726,18.1485472672831,14.177182135138864,0.0,13.13,12
90,1726,18.1485472672831,14.177182135138864,0.0,13.13,1
19,1592,93.6771974435832,15.047884084971097,0.0,14.0,11
145,1000,18.1485472672831,14.177182135138864,0.0,13.13,18
105,1923,93.6771974435832,15.047884084971097,0.0,14.0,11
81,738,93.6771974435832,15.047884084971097,0.0,14.0,6
79,738,93.6771974435832,15.047884084971097,0.0,14.0,1
108,1923,93.6771974435832,15.047884084971097,0.0,14.0,11
88,1923,93.6771974435832,15.047884084971097,0.0,14.0,8
139,1923,93.6771974435832,15.047884084971097,0.0,14.0,11
129,1923,93.6771974435832,15.047884084971097,0.0,14.0,11
12,2125,93.6771974435832,15.047884084971097,0.0,14.0,0
132,1923,93.6771974435832,15.047884084971097,0.0,14.0,11
102,1923,93.6771974435832,15.047884084971097,0.0,14.0,11
2,738,93.6771974435832,15.047884084971097,0.0,14.0,13
135,1923,93.6771974435832,15.047884084971097,0.0,14.0,11
143,2071,93.6771974435832,15.047884084971097,0.0,14.0,11
110,2071,93.6771974435832,15.047884084971097,0.0,14.0,11
75,2125,93.6771974435832,15.047884084971097,0.0,14.0,0
128,2071,93.6771974435832,15.047884084971097,0.0,14.0,11
109,2071,93.6771974435832,15.047884084971097,0.0,14.0,11
2,369,93.6771974435832,15.047884084971097,0.0,14.0,13
145,369,93.6771974435832,15.047884084971097,0.0,14.0,18
123,369,93.6771974435832,15.047884084971097,0.0,14.0,16
145,1050,93.6771974435832,15.047884084971097,0.0,14.0,18
60,2071,93.6771974435832,15.047884084971097,0.0,14.0,11
147,2071,93.6771974435832,15.047884084971097,0.0,14.0,11
163,2071,93.6771974435832,15.047884084971097,0.0,14.0,11
96,2071,93.6771974435832,15.047884084971097,0.0,14.0,11
113,2071,93.6771974435832,15.047884084971097,0.0,14.0,11
80,369,93.6771974435832,15.047884084971097,0.0,14.0,12
41,369,93.6771974435832,15.047884084971097,0.0,14.0,0
123,326,44.7230757742448,17.622537763760466,0.0,44.05,16
81,1368,93.6771974435832,15.047884084971097,0.0,14.0,6
0,46,93.6771974435832,15.047884084971097,0.0,14.0,14
1,46,93.6771974435832,15.047884084971097,0.0,14.0,15
145,46,93.6771974435832,15.047884084971097,0.0,14.0,18
88,46,93.6771974435832,15.047884084971097,0.0,14.0,8
103,46,93.6771974435832,15.047884084971097,0.0,14.0,8
106,46,93.6771974435832,15.047884084971097,0.0,14.0,8
145,2125,93.6771974435832,15.047884084971097,0.0,14.0,18
90,2125,93.6771974435832,15.047884084971097,0.0,14.0,1
140,46,93.6771974435832,15.047884084971097,0.0,14.0,9
0,855,93.6771974435832,15.047884084971097,0.0,14.0,14
79,1655,18.1485472672831,14.177182135138864,0.0,13.13,1
82,1726,18.1485472672831,14.177182135138864,0.0,13.13,7
123,1726,18.1485472672831,14.177182135138864,0.0,13.13,16
1,855,93.6771974435832,15.047884084971097,0.0,14.0,15
145,855,93.6771974435832,15.047884084971097,0.0,14.0,18
58,34,122.299437237519,30.8319059046492,0.0,26.0,11
134,34,122.299437237519,30.8319059046492,0.0,26.0,17
80,2124,122.299437237519,30.8319059046492,0.0,26.0,12
33,2124,122.299437237519,30.8319059046492,0.0,26.0,0
1,623,122.299437237519,30.8319059046492,0.0,26.0,15
12,2140,24.981498121823694,14.2663922355457,0.0,0.0,0
112,2140,24.981498121823694,14.2663922355457,0.0,0.0,0
79,25,24.981498121823694,14.2663922355457,0.0,0.0,1
65,25,24.981498121823694,14.2663922355457,0.0,0.0,4
65,2015,24.981498121823694,14.2663922355457,0.0,0.0,4
145,2045,24.981498121823694,14.2663922355457,0.0,0.0,18
79,576,24.981498121823694,14.2663922355457,0.0,0.0,1
90,803,24.981498121823694,14.2663922355457,0.0,0.0,1
65,239,24.981498121823694,14.2663922355457,0.0,0.0,4
1,2124,122.299437237519,30.8319059046492,0.0,26.0,15
65,2124,122.299437237519,30.8319059046492,0.0,26.0,4
33,623,122.299437237519,30.8319059046492,0.0,26.0,0
41,201,122.299437237519,30.8319059046492,0.0,26.0,0
123,2162,24.981498121823694,14.2663922355457,0.0,0.0,16
145,2162,24.981498121823694,14.2663922355457,0.0,0.0,18
112,2162,24.981498121823694,14.2663922355457,0.0,0.0,0
79,2015,24.981498121823694,14.2663922355457,0.0,0.0,1
145,60,24.981498121823694,14.2663922355457,0.0,0.0,18
86,239,24.981498121823694,14.2663922355457,0.0,0.0,12
79,239,24.981498121823694,14.2663922355457,0.0,0.0,1
41,2124,122.299437237519,30.8319059046492,0.0,26.0,0
80,623,122.299437237519,30.8319059046492,0.0,26.0,12
41,623,122.299437237519,30.8319059046492,0.0,26.0,0
0,623,122.299437237519,30.8319059046492,0.0,26.0,14
65,623,122.299437237519,30.8319059046492,0.0,26.0,4
101,201,122.299437237519,30.8319059046492,0.0,26.0,12
81,2162,24.981498121823694,14.2663922355457,0.0,0.0,6
79,2162,24.981498121823694,14.2663922355457,0.0,0.0,1
123,2015,24.981498121823694,14.2663922355457,0.0,0.0,16
112,2015,24.981498121823694,14.2663922355457,0.0,0.0,0
65,2045,24.981498121823694,14.2663922355457,0.0,0.0,4
145,143,24.981498121823694,14.2663922355457,0.0,0.0,18
41,2140,24.981498121823694,14.2663922355457,0.0,0.0,0
33,2140,24.981498121823694,14.2663922355457,0.0,0.0,0
90,25,24.981498121823694,14.2663922355457,0.0,0.0,1
33,2162,24.981498121823694,14.2663922355457,0.0,0.0,0
65,2162,24.981498121823694,14.2663922355457,0.0,0.0,4
