categoryA,featureA,compositionA,compositionC,compositionD,compositionG,compositionH,compositionJ,unit,result,water_quality
catA_7,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_8,0.5754897667372159,Good
catA_3,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0138490304515225,Poor
catA_1,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_6,0.0003651507945218,Poor
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.013375859594673,Poor
catA_14,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0302295628456701,Poor
catA_11,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0722197136146677,Poor
catA_0,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_5,0.033127566040744,Poor
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.0011504654304977,Poor
catA_3,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0062239411970598,Poor
catA_14,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0302295628456701,Poor
catA_2,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.024987609380469,Poor
catA_9,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_10,0.4520729613733906,Good
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0883003257822562,Poor
catA_17,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_12,0.100880310076096,Standar
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0877108871884233,Poor
catA_12,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_11,0.0972263540871003,Poor
catA_11,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.1040948556708841,Standar
catA_3,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0093454672733636,Poor
catA_2,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0044667133356667,Poor
catA_15,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_4,0.0106702074839049,Poor
catA_5,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_0,0.0011091749374952,Poor
catA_6,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_7,0.4313745459483314,Good
catA_21,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_14,0.0033120454609285,Poor
catA_2,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_1,0.0074763738186909,Poor
catA_7,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_8,0.5637206450874758,Good
catA_1,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_6,0.0001121964902011,Poor
catA_22,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_15,0.0383472408092576,Poor
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0326877718688094,Poor
catA_20,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.2132189610362858,Good
catA_14,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0206328661262216,Poor
catA_16,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_2,0.0002303646869475,Poor
catA_12,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_11,0.1889490641565348,Standar
catA_6,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_7,0.7929897817157214,Good
catA_12,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_11,0.1612622831249534,Standar
catA_16,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_2,0.0005692681463381,Poor
catA_19,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_13,0.3718337520406171,Good
catA_7,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_8,0.4810269652059671,Good
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.1056513372225168,Standar
catA_0,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_5,0.0936868086093888,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0125328458786117,Poor
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0428444644334657,Poor
catA_11,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.1518560497007348,Standar
catA_1,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_6,0.0003454676276539,Poor
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0867647549056746,Poor
catA_19,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_13,0.1921665081671153,Standar
catA_42,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,1.4165721591471917e-06,Poor
catA_110,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,1.4165721591471917e-06,Poor
catA_6,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_7,0.821774111416641,Good
catA_108,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,0.000354407783195,Poor
catA_9,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_10,0.6437768240343348,Good
catA_9,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_10,0.6228540772532188,Good
catA_9,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_10,0.492489270386266,Good
catA_6,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_7,0.846206334657297,Good
catA_0,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_5,0.0482999027812223,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0180237788596608,Poor
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.0011504654304977,Poor
catA_6,18927.0,0.0,13.13,0.0,0.73,1.45,37.83,unit_7,0.3715585429609261,Good
catA_8,18927.0,0.0,13.13,0.0,0.73,1.45,37.83,unit_9,0.0003123238934568,Poor
catA_11,18927.0,0.0,13.13,0.0,0.73,1.45,37.83,unit_0,0.0156830062883551,Poor
catA_5,18927.0,0.0,13.13,0.0,0.73,1.45,37.83,unit_0,0.0014273808621865,Poor
catA_9,18927.0,0.0,13.13,0.0,0.73,1.45,37.83,unit_10,0.9012875536480688,Good
catA_13,18927.0,0.0,13.13,0.0,0.73,1.45,37.83,unit_0,0.0001818319569664,Poor
catA_7,18927.0,0.0,13.13,0.0,0.73,1.45,37.83,unit_8,0.4966844946535014,Good
catA_11,18927.0,0.0,13.13,0.0,0.73,1.45,37.83,unit_0,0.0179559057504356,Poor
catA_5,18927.0,0.0,13.13,0.0,0.73,1.45,37.83,unit_0,0.0056064853397984,Poor
catA_57,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,6.981854274505799e-08,Poor
catA_123,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,6.981854274505799e-08,Poor
catA_62,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,6.981854274505799e-08,Poor
catA_7,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_8,0.5748676214895687,Good
catA_22,-38764.875,0.0,44.05,0.0,0.6,10.15,10.05,unit_15,0.1385922616704715,Standar
catA_134,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,6.981854274505799e-08,Poor
catA_136,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,6.981854274505799e-08,Poor
catA_178,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,6.981854274505799e-08,Poor
catA_6,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_7,0.9490783175476116,Good
catA_40,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,6.981854274505799e-08,Poor
catA_40,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,6.981854274505799e-08,Poor
catA_118,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,6.981854274505799e-08,Poor
catA_1,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_6,0.0001414651398187,Poor
catA_16,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_2,0.0002362712647819,Poor
catA_1,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_6,0.0003404065903242,Poor
catA_13,-38764.875,0.0,44.05,0.0,0.6,10.15,10.05,unit_0,0.0120312144859459,Poor
catA_6,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_7,0.8520894863699634,Good
catA_26,18927.0,0.0,13.13,0.0,0.73,1.45,37.83,unit_3,0.2446896532782186,Good
catA_19,18927.0,0.0,13.13,0.0,0.73,1.45,37.83,unit_13,0.0341615580247754,Poor
catA_28,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_16,0.0012258796395421,Poor
catA_41,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_16,0.0003455827388934,Poor
catA_17,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_12,0.2444143636504487,Good
catA_44,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_16,0.0003455827388934,Poor
catA_75,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_17,0.2545766590389016,Good
catA_105,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_16,0.0010968495625748,Poor
catA_9,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_10,0.546137339055794,Good
catA_7,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_8,0.5126549631606026,Good
catA_29,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_16,0.0016922285203424,Poor
catA_4,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_3,0.0157276213560567,Poor
catA_12,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_11,0.063676983247282,Poor
catA_17,18927.0,0.0,13.13,0.0,0.73,1.45,37.83,unit_12,0.5531482795782223,Good
catA_26,18927.0,0.0,13.13,0.0,0.73,1.45,37.83,unit_3,0.2361065811563801,Good
catA_6,18927.0,0.0,13.13,0.0,0.73,1.45,37.83,unit_7,0.3346233492887937,Good
catA_12,18927.0,0.0,13.13,0.0,0.73,1.45,37.83,unit_11,0.0114862652982695,Poor
catA_12,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_11,0.3034527713486598,Good
catA_17,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_16,0.0001577660329731,Poor
catA_54,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,0.000354407783195,Poor
catA_73,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,0.000354407783195,Poor
catA_92,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,0.000354407783195,Poor
catA_12,18927.0,0.0,13.13,0.0,0.73,1.45,37.83,unit_11,0.0300250974896767,Poor
catA_158,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,0.000354407783195,Poor
catA_2,18927.0,0.0,13.13,0.0,0.73,1.45,37.83,unit_1,0.0,Poor
catA_6,18927.0,0.0,13.13,0.0,0.73,1.45,37.83,unit_7,0.4364667141935704,Good
catA_13,18927.0,0.0,13.13,0.0,0.73,1.45,37.83,unit_0,0.0039245397378589,Poor
catA_26,18927.0,0.0,13.13,0.0,0.73,1.45,37.83,unit_3,0.1846081484253496,Standar
catA_3,18927.0,0.0,13.13,0.0,0.73,1.45,37.83,unit_1,0.0017920896044802,Poor
catA_116,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,0.000354407783195,Poor
catA_8,18927.0,0.0,13.13,0.0,0.73,1.45,37.83,unit_9,0.0029806562875552,Poor
catA_43,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,6.981854274505799e-08,Poor
catA_21,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_14,0.0222528054406139,Poor
catA_2,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_1,0.0067903395169758,Poor
catA_46,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,6.981854274505799e-08,Poor
catA_28,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_16,0.1682537178316936,Standar
catA_74,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,7.087113701893018e-06,Poor
catA_65,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,1.4165721591471917e-06,Poor
catA_11,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_0,0.0251776649746192,Poor
catA_68,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,1.4165721591471917e-06,Poor
catA_40,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,1.4165721591471917e-06,Poor
catA_10,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_4,0.0101223029735462,Poor
catA_70,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,7.786362355882864e-07,Poor
catA_78,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,7.786362355882864e-07,Poor
catA_48,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,6.981854274505799e-08,Poor
catA_18,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_0,0.0045821653155542,Poor
catA_64,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,4.951091584509949e-07,Poor
catA_47,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,6.981854274505799e-08,Poor
catA_10,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_4,0.0261442204612186,Poor
catA_8,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_9,0.0007061235852067,Poor
catA_6,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_7,0.9207998098923856,Good
catA_8,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_9,0.0314632374408451,Poor
catA_163,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,1.274808620578546e-06,Poor
catA_81,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,2.824638505980265e-07,Poor
catA_96,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,2.9759710834022943e-06,Poor
catA_35,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,6.981854274505799e-08,Poor
catA_50,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,6.981854274505799e-08,Poor
catA_20,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_3,0.0243913743558404,Poor
catA_14,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_0,0.0049761345556481,Poor
catA_6,-38764.875,0.0,44.05,0.0,0.6,10.15,10.05,unit_7,0.7717011236717929,Good
catA_21,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_14,0.1700409976423188,Standar
catA_0,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_5,0.2517431355181577,Good
catA_1,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_6,0.0021710347967125,Poor
catA_8,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_9,0.0103731933152902,Poor
catA_28,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_16,0.0073297347652479,Poor
catA_41,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_16,0.0009627484345477,Poor
catA_44,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_16,0.0043165913521675,Poor
catA_8,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_9,0.0009166027307971,Poor
catA_3,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_1,0.008722436121806,Poor
catA_75,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_17,0.7424713958810069,Good
catA_0,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_5,0.0387085916740478,Poor
catA_2,18927.0,0.0,13.13,0.0,0.73,1.45,37.83,unit_1,0.0002800140007,Poor
catA_22,18927.0,0.0,13.13,0.0,0.73,1.45,37.83,unit_15,0.0158525545146815,Poor
catA_6,18927.0,0.0,13.13,0.0,0.73,1.45,37.83,unit_7,0.4409817700376819,Good
catA_1,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_6,0.0028170926737963,Poor
catA_8,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_9,0.1017277212927172,Standar
catA_16,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_2,0.0001594829176631,Poor
catA_7,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_8,0.5009262809519593,Good
catA_20,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.4106296198385696,Good
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.1663601788014243,Standar
catA_1,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_6,0.0011136574836278,Poor
catA_11,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_0,0.0076824001818319,Poor
catA_5,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_0,0.0016819456019395,Poor
catA_2,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_1,0.0029401470073503,Poor
catA_17,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_12,1.0,Good
catA_17,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_12,0.723764391011992,Good
catA_8,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_9,0.0045830136539858,Poor
catA_2,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_1,0.0215610780539026,Poor
catA_3,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_1,0.0014000700035001,Poor
catA_17,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_12,0.4515910703914547,Good
catA_1,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_6,0.001410585494945,Poor
catA_17,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_12,0.2626946613040668,Good
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.1292206985377679,Standar
catA_14,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0236633987423289,Poor
catA_6,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_7,0.3583868010999083,Good
catA_8,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_9,0.0013239817222625,Poor
catA_5,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_0,0.0026820213652549,Poor
catA_2,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_1,0.0035001750087504,Poor
catA_8,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_9,0.007230977098511,Poor
catA_26,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_3,0.1911312832379468,Standar
catA_2,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_1,0.0008400420021001,Poor
catA_14,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0373007045988332,Poor
catA_20,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.2761603455201514,Good
catA_14,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0269464959466626,Poor
catA_0,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_5,0.0973612578210805,Poor
catA_17,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_12,0.2085309518140697,Good
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0338322387055354,Poor
catA_21,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_14,0.0018630255717723,Poor
catA_2,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_1,0.0002800140007,Poor
catA_6,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_7,0.6842855687951931,Good
catA_5,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_0,0.0350178043791196,Poor
catA_17,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_12,0.7034529491746384,Good
catA_8,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_9,0.0022066362037709,Poor
catA_14,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_0,0.0059246912644897,Poor
catA_13,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_0,0.0019243882112281,Poor
catA_3,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_1,0.0075603780189009,Poor
catA_13,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_0,0.0033487385407985,Poor
catA_17,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_12,0.3784698797769819,Good
catA_8,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_9,0.0024782221980812,Poor
catA_6,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_7,0.5994160980412127,Good
catA_1,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_6,1.4634324808839133e-05,Poor
catA_2,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_1,0.2487084354217711,Good
catA_8,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_9,0.0043114276596755,Poor
catA_7,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_8,0.5788076673429178,Good
catA_26,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_3,0.2119023177727958,Good
catA_21,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_14,0.0018630255717723,Poor
catA_2,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_1,0.0019600980049002,Poor
catA_0,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_5,0.0368135434898139,Poor
catA_14,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_0,0.0201287976361845,Poor
catA_2,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_1,0.0010220511025551,Poor
catA_4,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_3,0.0015020376213217,Poor
catA_9,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_10,0.5793991416309012,Good
catA_20,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_3,0.1552832242138764,Standar
catA_14,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_0,0.0188650655352678,Poor
catA_3,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_1,0.0110885544277213,Poor
catA_1,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_6,2.926864961767826e-05,Poor
catA_8,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_9,0.0003598514424611,Poor
catA_4,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_3,0.0015020376213217,Poor
catA_19,582211.0,4.0,17.7,0.0,0.0,13.0,24.0,unit_13,0.3599602253894597,Good
catA_7,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_8,0.4323963597783844,Good
catA_11,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.1314999621183422,Standar
catA_17,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_12,0.557210567945693,Good
catA_8,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_9,0.0007129132350644,Poor
catA_6,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_7,0.3855450317411821,Good
catA_5,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_0,0.0104098795363285,Poor
catA_6,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_7,0.3515972434395901,Good
catA_5,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_0,0.0040154557163421,Poor
catA_13,21256.75,0.0,14.899999999999997,0.0,0.7,2.2,9.1,unit_0,0.2530737177058868,Good
catA_7,21256.75,0.0,14.899999999999997,0.0,0.7,2.2,9.1,unit_8,0.4795755003432064,Good
catA_7,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_8,0.2478263955946641,Good
catA_9,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_10,0.8557939914163091,Good
catA_20,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_3,0.0530004703523522,Poor
catA_14,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_0,0.0201287976361845,Poor
catA_17,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_12,0.5409614144758101,Good
catA_2,21256.75,0.0,14.899999999999997,0.0,0.7,2.2,9.1,unit_1,0.0223731186559327,Poor
catA_20,21256.75,0.0,14.899999999999997,0.0,0.7,2.2,9.1,unit_3,0.3617061087440906,Good
catA_11,21256.75,0.0,14.899999999999997,0.0,0.7,2.2,9.1,unit_0,0.2119099931813016,Good
catA_5,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_0,0.0397454352602469,Poor
catA_21,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_14,0.0018630255717723,Poor
catA_2,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_1,0.0046202310115505,Poor
catA_7,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_8,0.4948180589105602,Good
catA_5,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_0,0.0580195469353738,Poor
catA_6,56744.75,0.0,0.0,15.33,0.0,6.58,36.4,unit_7,0.5858369827205758,Good
catA_11,21256.75,0.0,14.899999999999997,0.0,0.7,2.2,9.1,unit_0,0.2179195393590423,Good
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0392680699417381,Poor
catA_3,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0346283514175708,Poor
catA_12,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_11,0.1616930180736385,Standar
catA_6,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_7,0.7707777438299896,Good
catA_19,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_13,0.1740966300000929,Standar
catA_2,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0095303045152257,Poor
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.1079442381998636,Standar
catA_8,21256.75,0.0,14.899999999999997,0.0,0.7,2.2,9.1,unit_9,0.0307231656063496,Poor
catA_4,21256.75,0.0,14.899999999999997,0.0,0.7,2.2,9.1,unit_3,0.053573819570091,Poor
catA_6,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_7,0.7555759242285366,Good
catA_18,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_0,0.0181498598378665,Poor
catA_0,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_5,0.0068918857395925,Poor
catA_1,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_6,1.219527067403261e-05,Poor
catA_3,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_1,0.1846692334616731,Standar
catA_9,582211.0,4.0,17.7,0.0,0.0,13.0,24.0,unit_10,0.4656652360515021,Good
catA_17,582211.0,4.0,17.7,0.0,0.0,13.0,24.0,unit_12,0.0919091524453737,Poor
catA_2,582211.0,4.0,17.7,0.0,0.0,13.0,24.0,unit_1,0.0075019950997549,Poor
catA_1,582211.0,4.0,17.7,0.0,0.0,13.0,24.0,unit_6,0.0006890327930828,Poor
catA_17,582211.0,4.0,17.7,0.0,0.0,13.0,24.0,unit_12,0.1697698148981744,Standar
catA_3,582211.0,4.0,17.7,0.0,0.0,13.0,24.0,unit_1,0.0188775638781939,Poor
