categoryA,categoryC,featureD,featureE,featureF,compositionC,unit,result,water_quality
catA_9,catC_6,122.299437237519,30.8319059046492,0.0,26.0,unit_10,0.4424506437768241,Standard
catA_13,catC_6,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.1178083188120312,Very Poor
catA_1,catC_145,122.299437237519,30.8319059046492,0.0,26.0,unit_6,0.000290918181929,Very Poor
catA_7,catC_58,122.299437237519,30.8319059046492,0.0,26.0,unit_8,0.5399584294988428,Standard
catA_14,catC_116,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.021011682703235,Very Poor
catA_2,catC_116,122.299437237519,30.8319059046492,0.0,26.0,unit_1,0.0076266993349667,Very Poor
catA_5,catC_116,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.2000254564739752,Poor
catA_4,catC_6,122.299437237519,30.8319059046492,0.0,26.0,unit_3,0.0262504677774306,Very Poor
catA_19,catC_340,274.70898193692403,26.637510770071906,0.0,28.2,unit_13,0.1010938017898574,Very Poor
catA_19,catC_349,274.70898193692403,26.637510770071906,0.0,28.2,unit_13,0.0778609685303529,Very Poor
catA_19,catC_890,274.70898193692403,26.637510770071906,0.0,28.2,unit_13,0.0654701241252838,Very Poor
catA_19,catC_1196,274.70898193692403,26.637510770071906,0.0,28.2,unit_13,0.1472496971987398,Very Poor
catA_19,catC_1110,274.70898193692403,26.637510770071906,0.0,28.2,unit_13,0.381126885344419,Poor
catA_19,catC_181,274.70898193692403,26.637510770071906,0.0,28.2,unit_13,0.1082154396116709,Very Poor
catA_11,catC_89,274.70898193692403,26.637510770071906,0.0,28.2,unit_0,0.2423910902341086,Poor
catA_11,catC_324,274.70898193692403,26.637510770071906,0.0,28.2,unit_0,0.1071293279793923,Very Poor
catA_11,catC_374,274.70898193692403,26.637510770071906,0.0,28.2,unit_0,0.0056307296007273,Very Poor
catA_12,catC_940,274.70898193692403,26.637510770071906,0.0,28.2,unit_11,0.1227832943757502,Very Poor
catA_6,catC_940,274.70898193692403,26.637510770071906,0.0,28.2,unit_7,0.6500560138506976,Good
catA_5,catC_940,274.70898193692403,26.637510770071906,0.0,28.2,unit_0,0.1476375482991135,Very Poor
catA_1,catC_940,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,0.0013583092476737,Very Poor
catA_3,catC_940,274.70898193692403,26.637510770071906,0.0,28.2,unit_1,0.0182569128456422,Very Poor
catA_19,catC_529,274.70898193692403,26.637510770071906,0.0,28.2,unit_13,0.4725093628318035,Standard
catA_19,catC_131,274.70898193692403,26.637510770071906,0.0,28.2,unit_13,0.1093553972969373,Very Poor
catA_19,catC_590,274.70898193692403,26.637510770071906,0.0,28.2,unit_13,0.0596371341215975,Very Poor
catA_11,catC_241,274.70898193692403,26.637510770071906,0.0,28.2,unit_0,0.1706947496022425,Very Poor
catA_4,catC_58,122.299437237519,30.8319059046492,0.0,26.0,unit_3,0.0242476937285208,Very Poor
catA_12,catC_58,122.299437237519,30.8319059046492,0.0,26.0,unit_11,0.2148936658990012,Poor
catA_12,catC_116,122.299437237519,30.8319059046492,0.0,26.0,unit_11,0.2451025436334502,Poor
catA_8,catC_116,122.299437237519,30.8319059046492,0.0,26.0,unit_9,0.0020746182519367,Very Poor
catA_15,catC_116,122.299437237519,30.8319059046492,0.0,26.0,unit_4,0.0308938973029551,Very Poor
catA_12,catC_1923,44.7230757742448,17.622537763760466,0.0,44.05,unit_11,0.3516003239126814,Poor
catA_19,catC_490,274.70898193692403,26.637510770071906,0.0,28.2,unit_13,0.0569514185967988,Very Poor
catA_19,catC_937,274.70898193692403,26.637510770071906,0.0,28.2,unit_13,0.0470015705395283,Very Poor
catA_11,catC_301,274.70898193692403,26.637510770071906,0.0,28.2,unit_0,0.111272066065611,Very Poor
catA_11,catC_442,274.70898193692403,26.637510770071906,0.0,28.2,unit_0,0.1524357905901961,Very Poor
catA_11,catC_311,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.061950147738465,Very Poor
catA_11,catC_315,274.70898193692403,26.637510770071906,0.0,28.2,unit_0,0.0896280021213728,Very Poor
catA_11,catC_217,274.70898193692403,26.637510770071906,0.0,28.2,unit_0,0.0485794378361997,Very Poor
catA_11,catC_481,274.70898193692403,26.637510770071906,0.0,28.2,unit_0,0.0553829835593605,Very Poor
catA_11,catC_979,274.70898193692403,26.637510770071906,0.0,28.2,unit_0,0.0025001894082885,Very Poor
catA_11,catC_232,274.70898193692403,26.637510770071906,0.0,28.2,unit_0,0.0012879763618455,Very Poor
catA_11,catC_269,274.70898193692403,26.637510770071906,0.0,28.2,unit_0,0.012288809758315,Very Poor
catA_11,catC_594,274.70898193692403,26.637510770071906,0.0,28.2,unit_0,0.0133131297825592,Very Poor
catA_11,catC_577,274.70898193692403,26.637510770071906,0.0,28.2,unit_0,0.0012879763618455,Very Poor
catA_10,catC_1279,122.299437237519,30.8319059046492,0.0,26.0,unit_4,0.016960201919071,Very Poor
catA_10,catC_2538,122.299437237519,30.8319059046492,0.0,26.0,unit_4,0.0683740055341133,Very Poor
catA_10,catC_962,122.299437237519,30.8319059046492,0.0,26.0,unit_4,0.0310347952045527,Very Poor
catA_4,catC_940,274.70898193692403,26.637510770071906,0.0,28.2,unit_3,0.0206714708982356,Very Poor
catA_10,catC_1568,122.299437237519,30.8319059046492,0.0,26.0,unit_4,0.0230659955313019,Very Poor
catA_10,catC_2269,122.299437237519,30.8319059046492,0.0,26.0,unit_4,0.3129926166885047,Poor
catA_10,catC_1260,122.299437237519,30.8319059046492,0.0,26.0,unit_4,0.0105794756081588,Very Poor
catA_10,catC_670,122.299437237519,30.8319059046492,0.0,26.0,unit_4,0.0579804873768307,Very Poor
catA_10,catC_1692,122.299437237519,30.8319059046492,0.0,26.0,unit_4,0.0439352256927834,Very Poor
catA_10,catC_1087,377.379590488771,24.6255027667738,0.0,40.14,unit_4,0.0271186178949404,Very Poor
catA_10,catC_2552,122.299437237519,30.8319059046492,0.0,26.0,unit_4,0.1564023083234996,Very Poor
catA_10,catC_2725,122.299437237519,30.8319059046492,0.0,26.0,unit_4,0.2599808535724788,Poor
catA_10,catC_2408,122.299437237519,30.8319059046492,0.0,26.0,unit_4,0.1741851023407353,Very Poor
catA_17,catC_729,274.70898193692403,26.637510770071906,0.0,28.2,unit_12,0.3492539018381327,Poor
catA_17,catC_791,274.70898193692403,26.637510770071906,0.0,28.2,unit_12,0.2540826099650289,Poor
catA_17,catC_468,274.70898193692403,26.637510770071906,0.0,28.2,unit_12,0.261150991724428,Poor
catA_17,catC_458,274.70898193692403,26.637510770071906,0.0,28.2,unit_12,0.5315815906353203,Standard
catA_8,catC_1127,44.7230757742448,17.622537763760466,0.0,44.05,unit_9,0.0022066362037709,Very Poor
catA_17,catC_862,274.70898193692403,26.637510770071906,0.0,28.2,unit_12,0.0933662952827854,Very Poor
catA_2,catC_785,274.70898193692403,26.637510770071906,0.0,28.2,unit_1,0.0009660483024151,Very Poor
catA_2,catC_937,274.70898193692403,26.637510770071906,0.0,28.2,unit_1,0.0023241162058102,Very Poor
catA_17,catC_166,274.70898193692403,26.637510770071906,0.0,28.2,unit_12,0.0791482859966379,Very Poor
catA_17,catC_263,274.70898193692403,26.637510770071906,0.0,28.2,unit_12,0.1275423273183165,Very Poor
catA_17,catC_378,274.70898193692403,26.637510770071906,0.0,28.2,unit_12,0.1057887731105108,Very Poor
catA_4,catC_2257,122.299437237519,30.8319059046492,0.0,26.0,unit_3,0.0139480071823147,Very Poor
catA_16,catC_1966,122.299437237519,30.8319059046492,0.0,26.0,unit_2,6.261114268068948e-05,Very Poor
catA_2,catC_158,274.70898193692403,26.637510770071906,0.0,28.2,unit_1,0.0046902345117255,Very Poor
catA_2,catC_129,274.70898193692403,26.637510770071906,0.0,28.2,unit_1,0.0076023801190059,Very Poor
catA_18,catC_1277,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.0193869838624138,Very Poor
catA_36,catC_1653,44.7230757742448,17.622537763760466,0.0,44.05,unit_3,0.0283819879081679,Very Poor
catA_0,catC_58,122.299437237519,30.8319059046492,0.0,26.0,unit_5,0.1234811852081487,Very Poor
catA_13,catC_58,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.1613061595575422,Very Poor
catA_11,catC_58,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.1794178346844457,Very Poor
catA_0,catC_116,122.299437237519,30.8319059046492,0.0,26.0,unit_5,0.1543825078653675,Very Poor
catA_1,catC_116,122.299437237519,30.8319059046492,0.0,26.0,unit_6,0.0005816607519603,Very Poor
catA_5,catC_668,274.70898193692403,26.637510770071906,0.0,28.2,unit_0,0.0412607015683006,Very Poor
catA_5,catC_508,274.70898193692403,26.637510770071906,0.0,28.2,unit_0,0.0384695810288658,Very Poor
catA_5,catC_967,274.70898193692403,26.637510770071906,0.0,28.2,unit_0,0.0066580801575876,Very Poor
catA_5,catC_528,274.70898193692403,26.637510770071906,0.0,28.2,unit_0,0.0016637624062428,Very Poor
catA_5,catC_128,274.70898193692403,26.637510770071906,0.0,28.2,unit_0,0.0430275020834911,Very Poor
catA_16,catC_6,122.299437237519,30.8319059046492,0.0,26.0,unit_2,0.0001949238023053,Very Poor
catA_11,catC_6,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.154136222441094,Very Poor
catA_4,catC_49,122.299437237519,30.8319059046492,0.0,26.0,unit_3,0.0251060009407047,Very Poor
catA_14,catC_49,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.0249261307674823,Very Poor
catA_1,catC_49,122.299437237519,30.8319059046492,0.0,26.0,unit_6,0.0005383602239051,Very Poor
catA_8,catC_49,122.299437237519,30.8319059046492,0.0,26.0,unit_9,0.0025806983833843,Very Poor
catA_2,catC_307,274.70898193692403,26.637510770071906,0.0,28.2,unit_1,0.0107665383269163,Very Poor
catA_2,catC_89,274.70898193692403,26.637510770071906,0.0,28.2,unit_1,0.0037521876093804,Very Poor
catA_2,catC_460,274.70898193692403,26.637510770071906,0.0,28.2,unit_1,0.00022401120056,Very Poor
catA_2,catC_214,274.70898193692403,26.637510770071906,0.0,28.2,unit_1,0.0041022051102555,Very Poor
catA_2,catC_168,274.70898193692403,26.637510770071906,0.0,28.2,unit_1,0.0094224711235561,Very Poor
catA_6,catC_58,122.299437237519,30.8319059046492,0.0,26.0,unit_7,0.8272668635638387,Very Good
catA_19,catC_58,122.299437237519,30.8319059046492,0.0,26.0,unit_13,0.7383951997868775,Good
catA_16,catC_116,122.299437237519,30.8319059046492,0.0,26.0,unit_2,0.0002835260139107,Very Poor
catA_6,catC_116,122.299437237519,30.8319059046492,0.0,26.0,unit_7,0.912767763180229,Very Good
catA_1,catC_6,122.299437237519,30.8319059046492,0.0,26.0,unit_6,0.0004641276113123,Very Poor
catA_3,catC_6,122.299437237519,30.8319059046492,0.0,26.0,unit_1,0.0155291564578228,Very Poor
catA_16,catC_1669,122.299437237519,30.8319059046492,0.0,26.0,unit_2,0.000124042033021,Very Poor
catA_6,catC_1653,44.7230757742448,17.622537763760466,0.0,44.05,unit_7,0.7400176528499164,Good
catA_0,catC_6,122.299437237519,30.8319059046492,0.0,26.0,unit_5,0.1006373946678476,Very Poor
catA_8,catC_6,122.299437237519,30.8319059046492,0.0,26.0,unit_9,0.0024926841522782,Very Poor
catA_15,catC_6,122.299437237519,30.8319059046492,0.0,26.0,unit_4,0.0221503430040739,Very Poor
catA_18,catC_6,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.0298338965073111,Very Poor
catA_3,catC_49,122.299437237519,30.8319059046492,0.0,26.0,unit_1,0.0175124956247812,Very Poor
catA_5,catC_1293,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.1517172513069171,Very Poor
catA_3,catC_407,122.299437237519,30.8319059046492,0.0,26.0,unit_1,0.0036985229261463,Very Poor
catA_3,catC_579,122.299437237519,30.8319059046492,0.0,26.0,unit_1,0.0116089184459222,Very Poor
catA_4,catC_758,122.299437237519,30.8319059046492,0.0,26.0,unit_3,0.0149494800374908,Very Poor
catA_10,catC_2300,122.299437237519,30.8319059046492,0.0,26.0,unit_4,0.0335984507031781,Very Poor
catA_10,catC_2609,122.299437237519,30.8319059046492,0.0,26.0,unit_4,0.0987379322724335,Very Poor
catA_14,catC_6,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.0234108644594287,Very Poor
catA_2,catC_6,122.299437237519,30.8319059046492,0.0,26.0,unit_1,0.006960434021701,Very Poor
catA_16,catC_49,122.299437237519,30.8319059046492,0.0,26.0,unit_2,0.0006202144180112,Very Poor
catA_19,catC_49,122.299437237519,30.8319059046492,0.0,26.0,unit_13,0.5850585002741474,Standard
catA_9,catC_49,122.299437237519,30.8319059046492,0.0,26.0,unit_10,0.5675965665236051,Standard
catA_16,catC_407,122.299437237519,30.8319059046492,0.0,26.0,unit_2,0.000124042033021,Very Poor
catA_19,catC_407,122.299437237519,30.8319059046492,0.0,26.0,unit_13,0.3599602253894597,Poor
catA_9,catC_407,122.299437237519,30.8319059046492,0.0,26.0,unit_10,0.3873390557939914,Poor
catA_19,catC_579,122.299437237519,30.8319059046492,0.0,26.0,unit_13,0.3199470910943903,Poor
catA_7,catC_6,122.299437237519,30.8319059046492,0.0,26.0,unit_8,0.5548899154423729,Standard
catA_12,catC_49,122.299437237519,30.8319059046492,0.0,26.0,unit_11,0.1580079370093211,Very Poor
catA_6,catC_49,122.299437237519,30.8319059046492,0.0,26.0,unit_7,0.8658213667379574,Very Good
catA_15,catC_49,122.299437237519,30.8319059046492,0.0,26.0,unit_4,0.0175917300897865,Very Poor
catA_5,catC_49,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.1220740965224638,Very Poor
catA_15,catC_1293,122.299437237519,30.8319059046492,0.0,26.0,unit_4,0.0231136287447733,Very Poor
catA_12,catC_407,122.299437237519,30.8319059046492,0.0,26.0,unit_11,0.035037990822474,Very Poor
catA_6,catC_407,122.299437237519,30.8319059046492,0.0,26.0,unit_7,0.4352989102759959,Standard
catA_5,catC_407,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.1270271990302295,Very Poor
catA_12,catC_579,122.299437237519,30.8319059046492,0.0,26.0,unit_11,0.0682643104507784,Very Poor
catA_6,catC_579,122.299437237519,30.8319059046492,0.0,26.0,unit_7,0.5247038055470685,Standard
catA_3,catC_6,122.299437237519,30.8319059046492,0.0,26.0,unit_1,0.0159141757087854,Very Poor
catA_16,catC_145,122.299437237519,30.8319059046492,0.0,26.0,unit_2,0.0001018914801196,Very Poor
catA_3,catC_58,122.299437237519,30.8319059046492,0.0,26.0,unit_1,0.0113639061953097,Very Poor
catA_18,catC_116,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.0219797863474505,Very Poor
catA_3,catC_116,122.299437237519,30.8319059046492,0.0,26.0,unit_1,0.0142107105355267,Very Poor
catA_12,catC_6,122.299437237519,30.8319059046492,0.0,26.0,unit_11,0.1547630670625599,Very Poor
catA_19,catC_6,122.299437237519,30.8319059046492,0.0,26.0,unit_13,0.6805733243706226,Good
catA_9,catC_6,122.299437237519,30.8319059046492,0.0,26.0,unit_10,0.4767854077253218,Standard
catA_13,catC_6,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.1318381695582998,Very Poor
catA_5,catC_6,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.1306495946662625,Very Poor
catA_2,catC_49,122.299437237519,30.8319059046492,0.0,26.0,unit_1,0.007150801540077,Very Poor
catA_11,catC_116,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.2211131146298962,Poor
catA_7,catC_49,122.299437237519,30.8319059046492,0.0,26.0,unit_8,0.6083968953210136,Good
catA_18,catC_1293,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.0241378892340328,Very Poor
catA_3,catC_1293,122.299437237519,30.8319059046492,0.0,26.0,unit_1,0.0165674483724186,Very Poor
catA_7,catC_407,122.299437237519,30.8319059046492,0.0,26.0,unit_8,0.6385336111170388,Good
catA_13,catC_407,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.1280681869838624,Very Poor
catA_16,catC_579,122.299437237519,30.8319059046492,0.0,26.0,unit_2,0.0007176768507772,Very Poor
catA_2,catC_579,122.299437237519,30.8319059046492,0.0,26.0,unit_1,0.0033055092754637,Very Poor
catA_7,catC_579,122.299437237519,30.8319059046492,0.0,26.0,unit_8,0.5813740164894621,Standard
catA_12,catC_758,122.299437237519,30.8319059046492,0.0,26.0,unit_11,0.0377022300584076,Very Poor
catA_6,catC_758,122.299437237519,30.8319059046492,0.0,26.0,unit_7,0.4118138303289549,Standard
catA_13,catC_49,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.1233017652852488,Very Poor
catA_14,catC_407,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.0237896810364421,Very Poor
catA_2,catC_407,122.299437237519,30.8319059046492,0.0,26.0,unit_1,0.0010402268113405,Very Poor
catA_19,catC_758,122.299437237519,30.8319059046492,0.0,26.0,unit_13,0.4229459852115271,Standard
catA_0,catC_71,122.299437237519,30.8319059046492,0.0,26.0,unit_5,0.1024080378210805,Very Poor
catA_18,catC_71,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.0306638381695582,Very Poor
catA_14,catC_780,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.0295982119857564,Very Poor
catA_2,catC_780,122.299437237519,30.8319059046492,0.0,26.0,unit_1,0.0181345467273363,Very Poor
catA_9,catC_758,122.299437237519,30.8319059046492,0.0,26.0,unit_10,0.4177381974248927,Standard
catA_13,catC_758,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.1859731797863474,Very Poor
catA_7,catC_1713,122.299437237519,30.8319059046492,0.0,26.0,unit_8,0.5887103532497167,Standard
catA_0,catC_49,122.299437237519,30.8319059046492,0.0,26.0,unit_5,0.09390796255093,Very Poor
catA_11,catC_49,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.1470759906053488,Very Poor
catA_0,catC_407,122.299437237519,30.8319059046492,0.0,26.0,unit_5,0.0980696562444641,Very Poor
catA_11,catC_407,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.1508926433820744,Very Poor
catA_0,catC_579,122.299437237519,30.8319059046492,0.0,26.0,unit_5,0.1294579881133746,Very Poor
catA_11,catC_579,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.1936528524888248,Very Poor
catA_1,catC_758,122.299437237519,30.8319059046492,0.0,26.0,unit_6,0.0001671988682788,Very Poor
catA_2,catC_71,122.299437237519,30.8319059046492,0.0,26.0,unit_1,0.0099300525026251,Very Poor
catA_9,catC_71,122.299437237519,30.8319059046492,0.0,26.0,unit_10,0.5156995708154507,Standard
catA_15,catC_71,122.299437237519,30.8319059046492,0.0,26.0,unit_4,0.0137175075916965,Very Poor
catA_5,catC_71,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.1336070914463216,Very Poor
catA_15,catC_579,122.299437237519,30.8319059046492,0.0,26.0,unit_4,0.0387371593561394,Very Poor
catA_5,catC_579,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.1680196984620046,Very Poor
catA_16,catC_758,122.299437237519,30.8319059046492,0.0,26.0,unit_2,9.746136953940462e-05,Very Poor
catA_7,catC_758,122.299437237519,30.8319059046492,0.0,26.0,unit_8,0.5845108728280987,Standard
catA_11,catC_71,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.1682057731646336,Very Poor
catA_4,catC_798,237.30759674834,38.767233989074136,0.0,17.7,unit_3,0.0365501543236367,Very Poor
catA_9,catC_798,237.30759674834,38.767233989074136,0.0,17.7,unit_10,0.4316866952789699,Standard
catA_11,catC_652,237.30759674834,38.767233989074136,0.0,17.7,unit_0,0.1380659140844003,Very Poor
catA_8,catC_566,237.30759674834,38.767233989074136,0.0,17.7,unit_9,0.004158660537876,Very Poor
catA_11,catC_566,237.30759674834,38.767233989074136,0.0,17.7,unit_0,0.1390762936586104,Very Poor
catA_6,catC_576,237.30759674834,38.767233989074136,0.0,17.7,unit_7,0.7015412295888924,Good
catA_2,catC_746,237.30759674834,38.767233989074136,0.0,17.7,unit_1,0.0093104655232761,Very Poor
catA_17,catC_746,237.30759674834,38.767233989074136,0.0,17.7,unit_12,0.7207176747363889,Good
catA_8,catC_1033,237.30759674834,38.767233989074136,0.0,17.7,unit_9,0.0136358574988287,Very Poor
catA_4,catC_1033,237.30759674834,38.767233989074136,0.0,17.7,unit_3,0.0394112355847303,Very Poor
catA_8,catC_1156,93.6771974435832,15.047884084971097,0.0,14.0,unit_9,0.0042571104608135,Very Poor
catA_4,catC_1156,93.6771974435832,15.047884084971097,0.0,14.0,unit_3,0.0015020376213217,Very Poor
catA_6,catC_446,93.6771974435832,15.047884084971097,0.0,14.0,unit_7,0.8048002172658454,Very Good
catA_9,catC_446,93.6771974435832,15.047884084971097,0.0,14.0,unit_10,0.5107296137339056,Standard
catA_4,catC_863,93.6771974435832,15.047884084971097,0.0,14.0,unit_3,0.0015020376213217,Very Poor
catA_9,catC_863,93.6771974435832,15.047884084971097,0.0,14.0,unit_10,0.5493562231759657,Standard
catA_7,catC_867,93.6771974435832,15.047884084971097,0.0,14.0,unit_8,0.5676090528852702,Standard
catA_21,catC_1799,93.6771974435832,15.047884084971097,0.0,14.0,unit_14,0.011385156271942,Very Poor
catA_4,catC_2078,93.6771974435832,15.047884084971097,0.0,14.0,unit_3,0.1399761733917898,Very Poor
catA_11,catC_1020,237.30759674834,38.767233989074136,0.0,17.7,unit_0,0.110033487385408,Very Poor
catA_4,catC_566,237.30759674834,38.767233989074136,0.0,17.7,unit_3,0.0256783201897888,Very Poor
catA_0,catC_566,237.30759674834,38.767233989074136,0.0,17.7,unit_5,0.0959729286625332,Very Poor
catA_8,catC_576,237.30759674834,38.767233989074136,0.0,17.7,unit_9,0.0066199086113129,Very Poor
catA_4,catC_576,237.30759674834,38.767233989074136,0.0,17.7,unit_3,0.0293261258415702,Very Poor
catA_2,catC_576,237.30759674834,38.767233989074136,0.0,17.7,unit_1,0.0072103605180259,Very Poor
catA_9,catC_576,237.30759674834,38.767233989074136,0.0,17.7,unit_10,0.4456351931330472,Standard
catA_18,catC_1512,24.981498121823694,14.2663922355457,0.0,0.0,unit_0,0.0303810894764754,Very Poor
catA_3,catC_1512,24.981498121823694,14.2663922355457,0.0,0.0,unit_1,0.0023801190059502,Very Poor
catA_18,catC_1144,24.981498121823694,14.2663922355457,0.0,0.0,unit_0,0.0083188120312144,Very Poor
catA_3,catC_652,237.30759674834,38.767233989074136,0.0,17.7,unit_1,0.0145607280364018,Very Poor
catA_9,catC_566,237.30759674834,38.767233989074136,0.0,17.7,unit_10,0.5093004291845493,Standard
catA_11,catC_576,237.30759674834,38.767233989074136,0.0,17.7,unit_0,0.1327624820062125,Very Poor
catA_0,catC_746,237.30759674834,38.767233989074136,0.0,17.7,unit_5,0.0794061457395925,Very Poor
catA_3,catC_624,137.657705257705,21.99909212365624,0.0,14.899999999999997,unit_1,0.0317535876793839,Very Poor
catA_0,catC_624,137.657705257705,21.99909212365624,0.0,14.899999999999997,unit_5,0.136478684676705,Very Poor
catA_3,catC_1144,24.981498121823694,14.2663922355457,0.0,0.0,unit_1,0.0014000700035001,Very Poor
catA_21,catC_929,24.981498121823694,14.2663922355457,0.0,0.0,unit_14,0.0018630255717723,Very Poor
catA_7,catC_929,24.981498121823694,14.2663922355457,0.0,0.0,unit_8,0.5676090528852702,Standard
catA_6,catC_1022,24.981498121823694,14.2663922355457,0.0,0.0,unit_7,0.5586787520793021,Standard
catA_3,catC_950,24.981498121823694,14.2663922355457,0.0,0.0,unit_1,0.0015400770038501,Very Poor
catA_21,catC_802,24.981498121823694,14.2663922355457,0.0,0.0,unit_14,0.0018630255717723,Very Poor
catA_7,catC_802,24.981498121823694,14.2663922355457,0.0,0.0,unit_8,0.5047723828729137,Standard
catA_3,catC_802,24.981498121823694,14.2663922355457,0.0,0.0,unit_1,0.0074203710185509,Very Poor
catA_13,catC_1057,24.981498121823694,14.2663922355457,0.0,0.0,unit_0,0.0613228274869308,Very Poor
catA_17,catC_1156,93.6771974435832,15.047884084971097,0.0,14.0,unit_12,0.0013554637595739,Very Poor
catA_13,catC_486,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.0615479960603076,Very Poor
catA_11,catC_486,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.1049828017274035,Very Poor
catA_18,catC_1,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.0424862489582544,Very Poor
catA_6,catC_1,122.299437237519,30.8319059046492,0.0,26.0,unit_7,0.7937196591642061,Good
catA_8,catC_1,122.299437237519,30.8319059046492,0.0,26.0,unit_9,0.0078395334152617,Very Poor
catA_15,catC_1,122.299437237519,30.8319059046492,0.0,26.0,unit_4,0.0099736432275579,Very Poor
catA_7,catC_91,122.299437237519,30.8319059046492,0.0,26.0,unit_8,0.5651204718946817,Standard
catA_19,catC_91,122.299437237519,30.8319059046492,0.0,26.0,unit_13,0.3269169410722417,Poor
catA_9,catC_91,122.299437237519,30.8319059046492,0.0,26.0,unit_10,0.4735321888412017,Standard
catA_21,catC_614,93.6771974435832,15.047884084971097,0.0,14.0,unit_14,0.0663444106392258,Very Poor
catA_21,catC_175,93.6771974435832,15.047884084971097,0.0,14.0,unit_14,0.0663444106392258,Very Poor
catA_6,catC_1606,93.6771974435832,15.047884084971097,0.0,14.0,unit_7,0.7895237125301289,Good
catA_10,catC_1062,93.6771974435832,15.047884084971097,0.0,14.0,unit_4,0.0766947027209513,Very Poor
catA_1,catC_1062,93.6771974435832,15.047884084971097,0.0,14.0,unit_6,0.0022975889949877,Very Poor
catA_6,catC_1156,93.6771974435832,15.047884084971097,0.0,14.0,unit_7,0.8064976066809246,Very Good
catA_11,catC_1693,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.1029623456322448,Very Poor
catA_2,catC_206,237.30759674834,38.767233989074136,0.0,17.7,unit_1,0.0738340917045852,Very Poor
catA_9,catC_206,237.30759674834,38.767233989074136,0.0,17.7,unit_10,0.5261072961373391,Standard
catA_8,catC_206,237.30759674834,38.767233989074136,0.0,17.7,unit_9,0.2849072873311923,Poor
catA_15,catC_206,237.30759674834,38.767233989074136,0.0,17.7,unit_4,0.0036457791621276,Very Poor
catA_17,catC_1,122.299437237519,30.8319059046492,0.0,26.0,unit_12,0.2877455749797484,Poor
catA_2,catC_1,122.299437237519,30.8319059046492,0.0,26.0,unit_1,0.0247591179558977,Very Poor
catA_9,catC_1,122.299437237519,30.8319059046492,0.0,26.0,unit_10,0.3848356223175966,Poor
catA_11,catC_1,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.1716545192817637,Very Poor
catA_5,catC_1,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.145549208273354,Very Poor
catA_4,catC_91,122.299437237519,30.8319059046492,0.0,26.0,unit_3,0.0475651541004768,Very Poor
catA_12,catC_91,122.299437237519,30.8319059046492,0.0,26.0,unit_11,0.4698600398573406,Standard
catA_8,catC_91,122.299437237519,30.8319059046492,0.0,26.0,unit_9,0.0074434931390588,Very Poor
catA_18,catC_91,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.0335428441548602,Very Poor
catA_3,catC_171,122.299437237519,30.8319059046492,0.0,26.0,unit_1,0.0168942247112355,Very Poor
catA_0,catC_1210,122.299437237519,30.8319059046492,0.0,26.0,unit_5,0.0825745288573959,Very Poor
catA_9,catC_652,237.30759674834,38.767233989074136,0.0,17.7,unit_10,0.4628025751072961,Standard
catA_3,catC_566,237.30759674834,38.767233989074136,0.0,17.7,unit_1,0.0170108505425271,Very Poor
catA_4,catC_746,237.30759674834,38.767233989074136,0.0,17.7,unit_3,0.0941499497031973,Very Poor
